id,Longitude,Latitude,UHI Index,S2_B01,S2_B02,S2_B03,S2_B04,S2_B05,S2_B06,S2_B07,S2_B08,S2_B8A,S2_B11,S2_B12,NDVI_S2,NDBI_S2,NDWI_S2,NDVI_LS,LST_LS
2397,-73.95323833,40.77436167,0.995308846,1096.0,782.0,780.0,839.0,1026.0,1249.0,1297.0,1336.0,1432.0,1410.0,1253.0,0.2285057471264368,0.026948288419519302,-0.2627599243856333,0.21019718923630037,44.423328380000044
2398,-73.95326833,40.774375,0.995308846,1096.0,782.0,780.0,839.0,1026.0,1249.0,1297.0,1336.0,1432.0,1410.0,1253.0,0.2285057471264368,0.026948288419519302,-0.2627599243856333,0.21019718923630037,44.423328380000044
2399,-73.953295,40.77438833,0.995308846,1096.0,556.0,728.0,739.0,1026.0,1249.0,1297.0,1624.0,1432.0,1410.0,1253.0,0.3745239102835379,-0.07053394858272907,-0.38095238095238093,0.21019718923630037,44.423328380000044
2400,-73.95332,40.77439833,0.995308846,1096.0,556.0,728.0,739.0,1026.0,1249.0,1297.0,1624.0,1432.0,1410.0,1253.0,0.3745239102835379,-0.07053394858272907,-0.38095238095238093,0.21019718923630037,44.423328380000044
2401,-73.953475,40.77449333,1.014902486,1096.0,1032.0,1238.0,1186.0,1728.0,1807.0,2009.0,1636.0,2054.0,2209.0,1949.0,0.15946137491141035,0.14902470741222368,-0.13848295059151008,0.12641832441973117,44.27293550000002
2402,-73.95350167,40.77451,1.014902486,1096.0,1032.0,1238.0,1186.0,1728.0,1807.0,2009.0,1636.0,2054.0,2209.0,1949.0,0.15946137491141035,0.14902470741222368,-0.13848295059151008,0.12641832441973117,44.27293550000002
2403,-73.95353333,40.77452667,1.014902486,1096.0,1388.0,1672.0,1650.0,1559.0,1547.0,1564.0,2140.0,1735.0,1891.0,1860.0,0.12928759894459102,-0.061771272637062766,-0.12277019937040923,0.12641832441973117,44.27293550000002
2404,-73.95357,40.774545,1.014902486,1096.0,1736.0,2048.0,2298.0,1559.0,1547.0,1564.0,2514.0,1735.0,1891.0,1860.0,0.04488778054862843,-0.14143019296254256,-0.10214818062253397,0.12641832441973117,44.27293550000002
2405,-73.95361,40.77456333,1.012738771,1096.0,1736.0,2048.0,2298.0,1559.0,1547.0,1564.0,2514.0,1735.0,1891.0,1860.0,0.04488778054862843,-0.14143019296254256,-0.10214818062253397,0.12641832441973117,44.27293550000002
2406,-73.95364833,40.77458167,1.012738771,1202.0,1428.0,1620.0,1812.0,1442.0,1636.0,1749.0,2090.0,1770.0,1735.0,1549.0,0.07124551512045105,-0.09281045751633987,-0.12668463611859837,0.12641832441973117,44.27293550000002
2407,-73.95372833,40.77461667,1.010575056,1202.0,1854.0,2162.0,2508.0,1442.0,1636.0,1749.0,2696.0,1770.0,1735.0,1549.0,0.0361260568793236,-0.21688106522229744,-0.10992177850967476,0.11533487770614133,44.23533728000001
2408,-73.95376833,40.77464,1.010575056,1202.0,1484.0,1750.0,2114.0,1442.0,1636.0,1749.0,2308.0,1770.0,1735.0,1549.0,0.0438715513342379,-0.14172644076181054,-0.13750616067028093,0.11533487770614133,44.23533728000001
2409,-73.95381833,40.77465333,1.012738771,1202.0,1484.0,1750.0,2114.0,1442.0,1636.0,1749.0,2308.0,1770.0,1735.0,1549.0,0.0438715513342379,-0.14172644076181054,-0.13750616067028093,0.11533487770614133,44.23533728000001
2410,-73.95386,40.77466833,1.012738771,1202.0,1484.0,1750.0,2114.0,1442.0,1636.0,1749.0,2308.0,1770.0,1735.0,1549.0,0.0438715513342379,-0.14172644076181054,-0.13750616067028093,0.09250779510022265,44.23875529999998
2411,-73.95390167,40.77467667,1.010575056,1202.0,1484.0,1750.0,2114.0,1442.0,1636.0,1749.0,2308.0,1770.0,1735.0,1549.0,0.0438715513342379,-0.14172644076181054,-0.13750616067028093,0.09250779510022265,44.23875529999998
2412,-73.95393667,40.77468667,1.010575056,1202.0,1116.0,1168.0,1350.0,1484.0,1388.0,1434.0,1490.0,1560.0,1700.0,1529.0,0.04929577464788732,0.06583072100313479,-0.12114371708051166,0.09250779510022265,44.23875529999998
2413,-73.95396667,40.77469667,1.012738771,1202.0,1116.0,1168.0,1350.0,1484.0,1388.0,1434.0,1490.0,1560.0,1700.0,1529.0,0.04929577464788732,0.06583072100313479,-0.12114371708051166,0.09250779510022265,44.23875529999998
2414,-73.95399333,40.77470667,1.012738771,1218.0,952.0,939.0,1009.0,1779.0,1774.0,1556.0,1140.0,1718.0,1920.0,1638.0,0.06095858538855282,0.2549019607843137,-0.09668109668109669,0.09250779510022265,44.23875529999998
2415,-73.95402167,40.77470167,1.017066201,1202.0,1130.0,1192.0,1378.0,1484.0,1388.0,1434.0,1420.0,1560.0,1700.0,1529.0,0.01501072194424589,0.08974358974358974,-0.08728943338437979,0.09250779510022265,44.23875529999998
2416,-73.95408833,40.77466833,1.017066201,1202.0,1130.0,1192.0,1378.0,1484.0,1388.0,1434.0,1420.0,1560.0,1700.0,1529.0,0.01501072194424589,0.08974358974358974,-0.08728943338437979,0.09250779510022265,44.23875529999998
2417,-73.95411833,40.77463667,1.017066201,1202.0,1210.0,1342.0,1522.0,1730.0,1786.0,1823.0,1694.0,1761.0,2063.0,1850.0,0.053482587064676616,0.09821666223050306,-0.11594202898550725,0.09250779510022265,44.23875529999998
2418,-73.95414667,40.77459833,1.017066201,1202.0,1138.0,1210.0,1396.0,1730.0,1786.0,1823.0,1448.0,1761.0,2063.0,1850.0,0.01828410689170183,0.17516377100541156,-0.08954100827689992,0.056954366695366784,43.83884696000001
2419,-73.954175,40.774555,1.017066201,1202.0,1138.0,1210.0,1396.0,1730.0,1786.0,1823.0,1448.0,1761.0,2063.0,1850.0,0.01828410689170183,0.17516377100541156,-0.08954100827689992,0.056954366695366784,43.83884696000001
2420,-73.95424333,40.77447,1.014902486,1202.0,872.0,921.0,1009.0,1265.0,1289.0,1422.0,1012.0,1296.0,1554.0,1501.0,0.0014844136566056407,0.2112236944660951,-0.0470770822555613,0.0551498516170201,44.00974796000003
2421,-73.95427333,40.77443,1.010575056,1202.0,656.0,623.0,577.0,1265.0,1289.0,1422.0,557.0,1296.0,1554.0,1501.0,-0.01763668430335097,0.47228801515869256,0.05593220338983051,0.0551498516170201,44.00974796000003
2422,-73.9543,40.77439333,1.010575056,1202.0,553.0,516.0,429.0,691.0,777.0,749.0,468.0,790.0,1136.0,1008.0,0.043478260869565216,0.4164588528678304,0.04878048780487805,0.0551498516170201,44.00974796000003
2423,-73.95431833,40.77435667,1.010575056,1202.0,553.0,516.0,429.0,691.0,777.0,749.0,468.0,790.0,1136.0,1008.0,0.043478260869565216,0.4164588528678304,0.04878048780487805,0.0551498516170201,44.00974796000003
2424,-73.95433833,40.77433167,1.010575056,1202.0,468.0,401.0,351.0,691.0,777.0,749.0,455.0,790.0,1136.0,1008.0,0.12903225806451613,0.42803268384663734,-0.0630841121495327,0.058617912647144624,44.207993120000026
2425,-73.95442167,40.77423,1.006247626,1065.0,820.0,798.0,1076.0,1443.0,1588.0,1537.0,1206.0,1752.0,1776.0,1798.0,0.05696757230499562,0.19114688128772636,-0.20359281437125748,0.058617912647144624,44.207993120000026
2426,-73.954445,40.77419833,0.995429052,1065.0,820.0,798.0,1076.0,1443.0,1588.0,1537.0,1206.0,1752.0,1776.0,1798.0,0.05696757230499562,0.19114688128772636,-0.20359281437125748,0.058617912647144624,44.207993120000026
2427,-73.95447833,40.77416333,0.995429052,1065.0,1234.0,1328.0,1476.0,1443.0,1588.0,1537.0,2004.0,1752.0,1776.0,1798.0,0.15172413793103448,-0.06031746031746032,-0.2028811524609844,0.058617912647144624,44.207993120000026
2428,-73.95450667,40.774115,0.999756482,1065.0,1234.0,1328.0,1476.0,1443.0,1588.0,1537.0,2004.0,1752.0,1776.0,1798.0,0.15172413793103448,-0.06031746031746032,-0.2028811524609844,0.058617912647144624,44.207993120000026
2429,-73.95453833,40.77405333,0.999756482,1065.0,1176.0,1180.0,1404.0,1544.0,1653.0,1772.0,1642.0,1767.0,1847.0,1674.0,0.07813525935653316,0.058756090570364,-0.16371367824238128,0.15635272656561067,44.39598422000006
2430,-73.95459,40.77399667,0.997592767,1065.0,1176.0,1180.0,1404.0,1544.0,1653.0,1772.0,1642.0,1767.0,1847.0,1674.0,0.07813525935653316,0.058756090570364,-0.16371367824238128,0.22344400860251926,44.293443620000005
2431,-73.954635,40.77393,0.997592767,1065.0,1184.0,1196.0,1358.0,1544.0,1653.0,1772.0,1664.0,1767.0,1847.0,1674.0,0.10125744540039709,0.052121902591854175,-0.16363636363636364,0.22344400860251926,44.293443620000005
2432,-73.95467833,40.77386667,0.995429052,1065.0,984.0,1100.0,1212.0,1390.0,1734.0,1901.0,2092.0,1798.0,1764.0,1483.0,0.26634382566585957,-0.08506224066390042,-0.3107769423558897,0.22344400860251926,44.293443620000005
2433,-73.95475167,40.77375333,0.995429052,1065.0,1042.0,1036.0,1044.0,1390.0,1734.0,1901.0,1548.0,1798.0,1764.0,1483.0,0.19444444444444445,0.06521739130434782,-0.19814241486068113,0.1948335059131289,44.31395173999999
2434,-73.95479,40.77369667,0.995429052,848.0,579.0,515.0,594.0,708.0,907.0,960.0,681.0,848.0,1149.0,1014.0,0.06823529411764706,0.25573770491803277,-0.13879598662207357,0.1948335059131289,44.31395173999999
2435,-73.954825,40.77364,0.995429052,848.0,842.0,907.0,1001.0,1371.0,1490.0,1587.0,1256.0,1708.0,1647.0,1429.0,0.1129818342933097,0.13468825353083017,-0.16134997688395747,0.1948335059131289,44.31395173999999
2436,-73.95486,40.77358667,0.993265337,848.0,669.0,774.0,849.0,1371.0,1490.0,1587.0,1302.0,1708.0,1647.0,1429.0,0.2105997210599721,0.11698880976602238,-0.2543352601156069,0.1948335059131289,44.31395173999999
2437,-73.95492,40.77351,0.993265337,848.0,1000.0,1006.0,1140.0,1661.0,1744.0,1720.0,1700.0,1801.0,1787.0,1459.0,0.19718309859154928,0.024949813593346717,-0.2564671101256467,0.18028512410687078,43.94480557999998
2438,-73.95494333,40.77348333,0.993265337,848.0,1000.0,1006.0,1140.0,1661.0,1744.0,1720.0,1700.0,1801.0,1787.0,1459.0,0.19718309859154928,0.024949813593346717,-0.2564671101256467,0.18028512410687078,43.94480557999998
2439,-73.954995,40.773435,0.993265337,848.0,1248.0,1356.0,1482.0,1661.0,1744.0,1720.0,1776.0,1801.0,1787.0,1459.0,0.09023941068139964,0.0030872859949480774,-0.13409961685823754,0.18028512410687078,43.94480557999998
2440,-73.955035,40.77342333,0.995429052,848.0,1248.0,1356.0,1482.0,1661.0,1744.0,1720.0,1776.0,1801.0,1787.0,1459.0,0.09023941068139964,0.0030872859949480774,-0.13409961685823754,0.18028512410687078,43.94480557999998
2441,-73.95508,40.77342167,0.995429052,848.0,1248.0,1356.0,1482.0,1661.0,1744.0,1720.0,1776.0,1801.0,1787.0,1459.0,0.09023941068139964,0.0030872859949480774,-0.13409961685823754,0.18028512410687078,43.94480557999998
2442,-73.95512833,40.77343,0.993265337,902.0,1318.0,1444.0,1786.0,1605.0,2100.0,2281.0,2166.0,2295.0,2132.0,1795.0,0.09615384615384616,-0.007910656119125175,-0.2,0.18028512410687078,43.94480557999998
2443,-73.95519167,40.77345,0.993265337,902.0,1164.0,1322.0,1694.0,1605.0,2100.0,2281.0,2092.0,2295.0,2132.0,1795.0,0.10512414157422081,0.00946969696969697,-0.2255418863503222,0.18028512410687078,43.94480557999998
2444,-73.955265,40.77347833,0.993265337,902.0,1164.0,1322.0,1694.0,1605.0,2100.0,2281.0,2092.0,2295.0,2132.0,1795.0,0.10512414157422081,0.00946969696969697,-0.2255418863503222,0.22383796111254786,43.65085585999998
2445,-73.95534667,40.77351667,0.993265337,902.0,1164.0,1322.0,1694.0,1605.0,2100.0,2281.0,2092.0,2295.0,2132.0,1795.0,0.10512414157422081,0.00946969696969697,-0.2255418863503222,0.22383796111254786,43.65085585999998
2446,-73.955435,40.77355667,0.995429052,902.0,901.0,1050.0,1136.0,1032.0,1409.0,1681.0,2758.0,1651.0,1467.0,1177.0,0.4165382639958911,-0.30556213017751477,-0.4485294117647059,0.313874252846427,43.86277310000003
2447,-73.95552833,40.77359,0.995429052,902.0,733.0,882.0,821.0,1032.0,1409.0,1681.0,2828.0,1651.0,1467.0,1177.0,0.5500137023842149,-0.3168800931315483,-0.5245283018867924,0.313874252846427,43.86277310000003
2448,-73.95562,40.77362333,0.988937907,902.0,874.0,969.0,1010.0,1110.0,1792.0,2076.0,2072.0,2117.0,1631.0,1277.0,0.3445814406229721,-0.11909262759924386,-0.3627096349884906,0.313874252846427,43.86277310000003
2449,-73.95570833,40.77365667,0.988937907,902.0,653.0,766.0,733.0,1110.0,1792.0,2076.0,1834.0,2117.0,1631.0,1277.0,0.4289053369692248,-0.05858585858585859,-0.4107692307692308,0.4132805233956576,43.606421599999976
2450,-73.95581333,40.77369167,0.988937907,787.0,466.0,505.0,406.0,902.0,1538.0,1738.0,2266.0,1869.0,1392.0,1040.0,0.6961077844311377,-0.23892837616183707,-0.6355106459761819,0.4132805233956576,43.606421599999976
2451,-73.955925,40.77374,0.989058114,692.0,478.0,697.0,665.0,1006.0,1820.0,2047.0,2146.0,2073.0,1660.0,1204.0,0.5268587691213091,-0.12769311613242249,-0.5096728807597608,0.4132805233956576,43.606421599999976
2452,-73.95614333,40.77383167,0.993385543,692.0,879.0,940.0,1064.0,1027.0,1531.0,1515.0,1924.0,1628.0,1591.0,1211.0,0.2878179384203481,-0.09473684210526316,-0.3435754189944134,0.26632753115493224,43.48679090000002
2453,-73.95624333,40.77387333,0.995549258,692.0,919.0,1094.0,1152.0,1027.0,1531.0,1515.0,1674.0,1628.0,1591.0,1211.0,0.18471337579617833,-0.025421133231240428,-0.20953757225433525,0.26632753115493224,43.48679090000002
2454,-73.95634333,40.77391833,0.995549258,692.0,622.0,908.0,952.0,1250.0,1660.0,1836.0,1706.0,1753.0,1735.0,1500.0,0.2836719337848006,0.00842778262133101,-0.30527926549349654,0.2628688503685315,43.24752950000004
2455,-73.95644333,40.77396167,0.993385543,692.0,622.0,908.0,952.0,1250.0,1660.0,1836.0,1706.0,1753.0,1735.0,1500.0,0.2836719337848006,0.00842778262133101,-0.30527926549349654,0.2628688503685315,43.24752950000004
2456,-73.95654333,40.77400667,0.993385543,738.0,714.0,857.0,958.0,1128.0,1487.0,1541.0,1774.0,1645.0,1527.0,1206.0,0.2986822840409956,-0.07482581036049682,-0.3485366780691752,0.2628688503685315,43.24752950000004
2457,-73.95664667,40.77405833,0.995549258,738.0,743.0,909.0,979.0,1128.0,1487.0,1541.0,1702.0,1645.0,1527.0,1206.0,0.2696754942185752,-0.05419634561783834,-0.30371505170432783,0.2628688503685315,43.24752950000004
2458,-73.95675333,40.77410667,0.995549258,738.0,789.0,955.0,1088.0,1256.0,1774.0,1673.0,1938.0,1937.0,1613.0,1284.0,0.2808988764044944,-0.09152351450295691,-0.33978568959557554,0.24716268409660025,42.044386460000055
2459,-73.95686667,40.77415333,0.995549258,738.0,789.0,955.0,1088.0,1256.0,1774.0,1673.0,1938.0,1937.0,1613.0,1284.0,0.2808988764044944,-0.09152351450295691,-0.33978568959557554,0.24716268409660025,42.044386460000055
2460,-73.95697667,40.77420833,0.995549258,738.0,978.0,1108.0,1276.0,1146.0,1330.0,1337.0,1964.0,1290.0,1346.0,1112.0,0.2123456790123457,-0.18670694864048337,-0.2786458333333333,0.24716268409660025,42.044386460000055
2461,-73.95708833,40.77425667,0.993385543,908.0,933.0,1052.0,1180.0,1133.0,1242.0,1283.0,1368.0,1394.0,1337.0,1167.0,0.07378335949764521,-0.011460258780036968,-0.1305785123966942,0.17802048869932627,41.93159179999998
2462,-73.9572,40.77429833,0.993385543,908.0,933.0,1052.0,1180.0,1133.0,1242.0,1283.0,1368.0,1394.0,1337.0,1167.0,0.07378335949764521,-0.011460258780036968,-0.1305785123966942,0.17802048869932627,41.93159179999998
2463,-73.95731,40.77433667,0.995549258,868.0,1188.0,1172.0,1426.0,1536.0,1698.0,1831.0,1738.0,1787.0,1835.0,1501.0,0.0986093552465234,0.02714805485586342,-0.19450171821305842,0.17802048869932627,41.93159179999998
2464,-73.95742667,40.77436833,0.995549258,868.0,1026.0,1184.0,1368.0,1281.0,1522.0,1854.0,1996.0,1857.0,1468.0,1178.0,0.18668252080856124,-0.15242494226327943,-0.25534591194968553,0.19138052046215323,41.767526840000016
2465,-73.95753167,40.774405,0.991221829,868.0,1026.0,1184.0,1368.0,1281.0,1522.0,1854.0,1996.0,1857.0,1468.0,1178.0,0.18668252080856124,-0.15242494226327943,-0.25534591194968553,0.19138052046215323,41.767526840000016
2466,-73.95763167,40.77444667,0.991221829,868.0,811.0,915.0,1002.0,1704.0,2208.0,2229.0,2280.0,2223.0,1959.0,1642.0,0.38939670932358317,-0.07572540693559802,-0.4272300469483568,0.19138052046215323,41.767526840000016
2467,-73.957725,40.77449,0.993385543,868.0,872.0,935.0,902.0,1125.0,1863.0,2161.0,2166.0,1986.0,1573.0,1135.0,0.41199478487614083,-0.15859855576357315,-0.39696871976781684,0.3368075269689351,41.757272779999994
2468,-73.95799833,40.77459667,0.993385543,823.0,877.0,973.0,981.0,1024.0,1281.0,1364.0,1820.0,1607.0,1361.0,1091.0,0.2995358800428418,-0.1442942470921094,-0.3032581453634085,0.3368075269689351,41.757272779999994
2469,-73.95807667,40.77462833,0.993385543,823.0,777.0,1110.0,1086.0,1266.0,1577.0,1686.0,1760.0,1837.0,1682.0,1468.0,0.23682361208713984,-0.02266124346310285,-0.2264808362369338,0.18997306470308617,42.14009102
2470,-73.95821333,40.77468,0.993385543,823.0,825.0,1098.0,1218.0,1388.0,1616.0,1658.0,1666.0,1579.0,1711.0,1418.0,0.1553398058252427,0.013325436778205508,-0.20549927641099855,0.18997306470308617,42.14009102
2471,-73.95834,40.77473167,0.997712973,823.0,1160.0,1302.0,1582.0,1388.0,1616.0,1658.0,1970.0,1579.0,1711.0,1418.0,0.10923423423423423,-0.07036131486009237,-0.2041564792176039,0.18997306470308617,42.14009102
2472,-73.9584,40.77476,1.002040403,823.0,1160.0,1302.0,1582.0,1388.0,1616.0,1658.0,1970.0,1579.0,1711.0,1418.0,0.10923423423423423,-0.07036131486009237,-0.2041564792176039,0.18997306470308617,42.14009102
2473,-73.95845,40.77478333,1.002040403,823.0,1136.0,1192.0,1306.0,1201.0,1395.0,1222.0,1782.0,1473.0,1445.0,1203.0,0.15414507772020725,-0.10443136039665324,-0.19838601210490922,0.1409791222494871,42.181107259999976
2474,-73.9585,40.77479333,0.999876688,823.0,915.0,1070.0,1042.0,1201.0,1395.0,1222.0,1422.0,1473.0,1445.0,1203.0,0.15422077922077923,0.008022322985699337,-0.14125200642054575,0.1409791222494871,42.181107259999976
2475,-73.95854167,40.77481,0.999876688,873.0,1160.0,1268.0,1584.0,1903.0,2020.0,2210.0,1992.0,2157.0,1974.0,1679.0,0.11409395973154363,-0.0045385779122541605,-0.22208588957055214,0.1409791222494871,42.181107259999976
2476,-73.95857,40.77482833,0.999876688,873.0,1160.0,1268.0,1584.0,1903.0,2020.0,2210.0,1992.0,2157.0,1974.0,1679.0,0.11409395973154363,-0.0045385779122541605,-0.22208588957055214,0.1409791222494871,42.181107259999976
2477,-73.95868667,40.77486833,1.004204118,930.0,1064.0,1294.0,1430.0,1444.0,1597.0,1594.0,1516.0,1536.0,1685.0,1470.0,0.029192124915139173,0.052796001249609495,-0.07900355871886121,0.1409791222494871,42.181107259999976
2478,-73.958725,40.77489,1.004204118,930.0,1188.0,1294.0,1322.0,1444.0,1597.0,1594.0,1528.0,1536.0,1685.0,1470.0,0.07228070175438596,0.04886399004046063,-0.08291991495393337,0.12381947257338995,43.35348812000001
2479,-73.95888333,40.77489,1.008651754,930.0,1080.0,1166.0,1362.0,1792.0,1713.0,1872.0,1440.0,1803.0,1848.0,1577.0,0.027837259100642397,0.12408759124087591,-0.10514198004604758,0.14456608608507016,43.24752950000004
2480,-73.95892667,40.77485833,1.004324324,930.0,1030.0,1160.0,1394.0,1792.0,1713.0,1872.0,1510.0,1803.0,1848.0,1577.0,0.03994490358126722,0.10065515187611673,-0.13108614232209737,0.1321029873927215,42.191361320000055
2481,-73.95895833,40.77481667,1.004324324,930.0,1086.0,1436.0,1574.0,1792.0,1713.0,1872.0,1930.0,1803.0,1848.0,1577.0,0.10159817351598173,-0.02170460561143462,-0.1467617349970291,0.1321029873927215,42.191361320000055
2482,-73.95898833,40.77477167,1.004324324,890.0,1026.0,1206.0,1412.0,1475.0,1484.0,1621.0,1764.0,1628.0,1569.0,1346.0,0.11083123425692695,-0.05850585058505851,-0.18787878787878787,0.1321029873927215,42.191361320000055
2483,-73.95902167,40.77472833,1.004324324,890.0,1026.0,1206.0,1412.0,1475.0,1484.0,1621.0,1764.0,1628.0,1569.0,1346.0,0.11083123425692695,-0.05850585058505851,-0.18787878787878787,0.1321029873927215,42.191361320000055
2484,-73.95904667,40.77469,0.999996894,890.0,934.0,941.0,1126.0,1475.0,1484.0,1621.0,1442.0,1628.0,1569.0,1346.0,0.12305295950155763,0.042178678180006646,-0.2102391942929081,0.1321029873927215,42.191361320000055
2485,-73.95908,40.77465333,0.999996894,890.0,934.0,941.0,1126.0,1475.0,1484.0,1621.0,1442.0,1628.0,1569.0,1346.0,0.12305295950155763,0.042178678180006646,-0.2102391942929081,0.1321029873927215,42.191361320000055
2486,-73.959115,40.77462167,0.99783318,890.0,934.0,941.0,1126.0,1475.0,1484.0,1621.0,1442.0,1628.0,1569.0,1346.0,0.12305295950155763,0.042178678180006646,-0.2102391942929081,0.1321029873927215,42.191361320000055
2487,-73.95915333,40.77459833,0.99783318,890.0,1222.0,1340.0,1600.0,1472.0,1669.0,1609.0,1592.0,1732.0,1851.0,1773.0,-0.002506265664160401,0.07522509439442347,-0.08594815825375171,0.142292947447181,42.030714380000006
2488,-73.95933333,40.77449333,1.000117101,998.0,2238.0,2376.0,2498.0,2064.0,2386.0,2459.0,2548.0,2399.0,2421.0,2141.0,0.009908838684106223,-0.025558462467297243,-0.034930950446791224,0.142292947447181,42.030714380000006
2489,-73.95939,40.77443167,0.997953386,998.0,1816.0,1882.0,2072.0,1542.0,1949.0,2181.0,2364.0,2113.0,1936.0,1570.0,0.06582506762849413,-0.09953488372093024,-0.11351860574658502,0.1439842584054981,42.164017160000014
2490,-73.959415,40.774385,0.997953386,998.0,1816.0,1882.0,2072.0,1542.0,1949.0,2181.0,2364.0,2113.0,1936.0,1570.0,0.06582506762849413,-0.09953488372093024,-0.11351860574658502,0.1439842584054981,42.164017160000014
2491,-73.95944,40.77434667,0.993625956,998.0,1816.0,1882.0,2072.0,1542.0,1949.0,2181.0,2364.0,2113.0,1936.0,1570.0,0.06582506762849413,-0.09953488372093024,-0.11351860574658502,0.1439842584054981,42.164017160000014
2492,-73.95944333,40.77429167,0.993625956,998.0,1018.0,1148.0,1318.0,1542.0,1949.0,2181.0,1618.0,2113.0,1936.0,1570.0,0.10217983651226158,0.08947664603263927,-0.16992046276211134,0.1439842584054981,42.164017160000014
2493,-73.95944333,40.77425,0.989298526,1063.0,634.0,612.0,624.0,890.0,939.0,1164.0,788.0,1056.0,1429.0,1130.0,0.11614730878186968,0.28912945421741093,-0.12571428571428572,0.1439842584054981,42.164017160000014
2494,-73.95948,40.77417667,0.989298526,1063.0,634.0,612.0,624.0,890.0,939.0,1164.0,788.0,1056.0,1429.0,1130.0,0.11614730878186968,0.28912945421741093,-0.12571428571428572,0.1439842584054981,42.164017160000014
2495,-73.95948667,40.77415333,0.989298526,1063.0,794.0,821.0,952.0,890.0,939.0,1164.0,1086.0,1056.0,1429.0,1130.0,0.06575073601570167,0.1363817097415507,-0.13896171997902465,0.0539472463588855,43.12448078
2496,-73.95950333,40.77410667,0.989298526,1063.0,794.0,821.0,952.0,890.0,939.0,1164.0,1086.0,1056.0,1429.0,1130.0,0.06575073601570167,0.1363817097415507,-0.13896171997902465,0.0539472463588855,43.12448078
2497,-73.959525,40.77404167,0.987134812,1063.0,547.0,592.0,697.0,726.0,771.0,783.0,682.0,696.0,1145.0,1012.0,-0.010877447425670777,0.2534209085933224,-0.0706436420722135,0.0539472463588855,43.12448078
2498,-73.95954,40.774005,0.984971097,1063.0,547.0,592.0,697.0,726.0,771.0,783.0,682.0,696.0,1145.0,1012.0,-0.010877447425670777,0.2534209085933224,-0.0706436420722135,0.0539472463588855,43.12448078
2499,-73.95956667,40.773955,0.984971097,1063.0,639.0,559.0,583.0,726.0,771.0,783.0,607.0,696.0,1145.0,1012.0,0.020168067226890758,0.3070776255707763,-0.0411663807890223,0.0539472463588855,43.12448078
2500,-73.95961333,40.77390667,0.987134812,1063.0,1038.0,1032.0,1278.0,2222.0,2167.0,2169.0,1566.0,2448.0,2040.0,1708.0,0.10126582278481013,0.1314475873544093,-0.20554272517321015,0.0539472463588855,43.12448078
2501,-73.959665,40.77386667,0.987134812,1063.0,835.0,981.0,1184.0,1679.0,1649.0,1568.0,1540.0,1702.0,1912.0,1766.0,0.13069016152716592,0.10776361529548088,-0.22173740579135265,0.08376975720394716,43.61325764000003
2502,-73.95971,40.77381167,0.987134812,1063.0,1440.0,1582.0,1798.0,1679.0,1649.0,1568.0,1996.0,1702.0,1912.0,1766.0,0.0521876647337902,-0.021494370522006142,-0.11570709893795417,0.08376975720394716,43.61325764000003
2503,-73.959765,40.77376167,0.987134812,1063.0,1260.0,1324.0,1700.0,1679.0,1649.0,1568.0,1780.0,1702.0,1912.0,1766.0,0.022988505747126436,0.035752979414951244,-0.14690721649484537,0.08376975720394716,43.61325764000003
2504,-73.95980667,40.77371333,0.987134812,1014.0,1110.0,1214.0,1486.0,1422.0,1459.0,1300.0,1566.0,1531.0,1670.0,1549.0,0.02621231979030144,0.032138442521631644,-0.12661870503597122,0.08376975720394716,43.61325764000003
2505,-73.959855,40.77366333,0.987134812,1014.0,1252.0,1334.0,1516.0,1380.0,1480.0,1507.0,1638.0,1536.0,1719.0,1433.0,0.03868103994927077,0.024128686327077747,-0.10228802153432032,0.1030262045646661,44.344713920000004
2506,-73.9599,40.77361333,0.982807382,1014.0,1080.0,1140.0,1400.0,1380.0,1480.0,1507.0,1366.0,1536.0,1719.0,1433.0,-0.012292118582791034,0.11442463533225283,-0.09018355945730247,0.06768313919739949,44.307115700000054
2507,-73.95997667,40.77349833,0.980643667,1014.0,1000.0,1158.0,1390.0,1017.0,925.0,1237.0,1308.0,1056.0,1373.0,1214.0,-0.03039288361749444,0.02424468481909735,-0.06082725060827251,0.06768313919739949,44.307115700000054
2508,-73.96000667,40.773435,0.980643667,1014.0,750.0,877.0,1058.0,1017.0,925.0,1237.0,1012.0,1056.0,1373.0,1214.0,-0.022222222222222223,0.15136268343815515,-0.0714663843303335,0.06768313919739949,44.307115700000054
2509,-73.96008,40.77330333,0.982807382,829.0,665.0,760.0,979.0,1031.0,901.0,966.0,952.0,1105.0,1217.0,1112.0,-0.013982392542723977,0.12217611802674043,-0.11214953271028037,0.11923666441127316,44.10887054
2510,-73.96010833,40.77325,0.984971097,829.0,504.0,567.0,666.0,1031.0,901.0,966.0,532.0,1105.0,1217.0,1112.0,-0.11185308848080133,0.39165237278444825,0.03184713375796178,0.11923666441127316,44.10887054
2511,-73.96012833,40.77321,0.984971097,829.0,504.0,567.0,666.0,1031.0,901.0,966.0,532.0,1105.0,1217.0,1112.0,-0.11185308848080133,0.39165237278444825,0.03184713375796178,0.11923666441127316,44.10887054
2512,-73.96025333,40.77317,0.993746163,839.0,665.0,804.0,912.0,997.0,863.0,856.0,1017.0,896.0,1069.0,941.0,0.05443234836702955,0.024928092042186004,-0.11696869851729819,0.15278492260206694,44.10203450000006
